Reporting country,Reference period,Item code,Item name,Value,Undertaking type,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
ITALY,2019 Q3,R0540,Total eligible own funds to meet the SCR,7050.967713,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0540,Total eligible own funds to meet the SCR,107322.344946,Other undertakings,20250930,18
ITALY,2019 Q3,R0540 - C0020,EOF Tier 1 - unrestricted,13792.392745,Life undertakings,20250930,28
ITALY,2019 Q3,R0540 - C0020,EOF Tier 1 - unrestricted,6725.191823,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0540 - C0020,EOF Tier 1 - unrestricted,89376.863019,Other undertakings,20250930,18
ITALY,2019 Q3,R0540 - C0030,EOF Tier 1 - restricted,303.130711,Life undertakings,20250930,28
ITALY,2019 Q3,R0540 - C0030,EOF Tier 1 - restricted,19.333788,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0540 - C0030,EOF Tier 1 - restricted,5453.848437,Other undertakings,20250930,18
ITALY,2019 Q3,R0540 - C0040,EOF Tier 2,870.123011,Life undertakings,20250930,28
ITALY,2019 Q3,R0540 - C0040,EOF Tier 2,187.508987,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0540 - C0040,EOF Tier 2,11880.164283,Other undertakings,20250930,18
ITALY,2019 Q3,R0540 - C0050,EOF Tier 3,92.485902,Life undertakings,20250930,28
ITALY,2019 Q3,R0540 - C0050,EOF Tier 3,118.933115,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0540 - C0050,EOF Tier 3,611.469207,Other undertakings,20250930,18
ITALY,2019 Q3,R0550,Total eligible own funds to meet the MCR,14323.636041,Life undertakings,20250930,28
ITALY,2019 Q3,R0550,Total eligible own funds to meet the MCR,6804.323306,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0550,Total eligible own funds to meet the MCR,97553.174044,Other undertakings,20250930,18
ITALY,2019 Q3,R0580,SCR,8396.749931,Life undertakings,20250930,28
ITALY,2019 Q3,R0580,SCR,3665.844868,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0580,SCR,44731.875177,Other undertakings,20250930,18
ITALY,2019 Q3,R0600,MCR,3691.92492,Life undertakings,20250930,28
ITALY,2019 Q3,R0600,MCR,1473.081457,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0600,MCR,15948.498251,Other undertakings,20250930,18
ITALY,2019 Q3,R0620,Ratio of Eligible own funds to SCR,2.27894,All undertaking types,20250930,96
ITALY,2019 Q3,R0620,Ratio of Eligible own funds to SCR,1.79333,Life undertakings,20250930,28
ITALY,2019 Q3,R0620,Ratio of Eligible own funds to SCR,1.92342,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0620,Ratio of Eligible own funds to SCR,2.39924,Other undertakings,20250930,18
ITALY,2019 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.42695,All undertaking types,20250930,96
ITALY,2019 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.40644,Life undertakings,20250930,28
ITALY,2019 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.44007,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.32334,Other undertakings,20250930,18
ITALY,2019 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.52881,All undertaking types,20250930,96
ITALY,2019 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.52286,Life undertakings,20250930,28
ITALY,2019 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.51893,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.79524,Other undertakings,20250930,18
ITALY,2019 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.90183,All undertaking types,20250930,96
ITALY,2019 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.00092,Life undertakings,20250930,28
ITALY,2019 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.8778,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.96549,Other undertakings,20250930,18
ITALY,2019 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.52741,All undertaking types,20250930,96
ITALY,2019 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.32891,Life undertakings,20250930,28
ITALY,2019 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.41563,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.7118,Other undertakings,20250930,18
ITALY,2019 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.12448,All undertaking types,20250930,96
ITALY,2019 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.62512,Life undertakings,20250930,28
ITALY,2019 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.11697,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.00435,Other undertakings,20250930,18
ITALY,2019 Q3,R0640,Ratio of Eligible own funds to MCR,5.6211,All undertaking types,20250930,96
ITALY,2019 Q3,R0640,Ratio of Eligible own funds to MCR,3.87972,Life undertakings,20250930,28
ITALY,2019 Q3,R0640,Ratio of Eligible own funds to MCR,4.61911,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0640,Ratio of Eligible own funds to MCR,6.11676,Other undertakings,20250930,18
ITALY,2019 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.85371,All undertaking types,20250930,96
ITALY,2019 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.73729,Life undertakings,20250930,28
ITALY,2019 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),3.09168,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.78209,Other undertakings,20250930,18
ITALY,2019 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.37518,All undertaking types,20250930,96
ITALY,2019 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.37428,Life undertakings,20250930,28
ITALY,2019 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.41612,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.36557,Other undertakings,20250930,18
ITALY,2019 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.31638,All undertaking types,20250930,96
ITALY,2019 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.31638,Life undertakings,20250930,28
ITALY,2019 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.28707,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.46529,Other undertakings,20250930,18
ITALY,2019 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),6.01708,All undertaking types,20250930,96
ITALY,2019 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.16288,Life undertakings,20250930,28
ITALY,2019 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),6.32869,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.70395,Other undertakings,20250930,18
ITALY,2019 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.66545,All undertaking types,20250930,96
ITALY,2019 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),8.04438,Life undertakings,20250930,28
ITALY,2019 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.43408,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.30713,Other undertakings,20250930,18
ITALY,2019 Q4,R0500,Total available own funds to meet the SCR,15374.274682,Life undertakings,20250930,28
ITALY,2019 Q4,R0500,Total available own funds to meet the SCR,7228.11835,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0500,Total available own funds to meet the SCR,116688.554878,Other undertakings,20250930,18
ITALY,2019 Q4,R0510,Total available own funds to meet the MCR,15286.05646,Life undertakings,20250930,28
ITALY,2019 Q4,R0510,Total available own funds to meet the MCR,7016.290218,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0510,Total available own funds to meet the MCR,114322.394735,Other undertakings,20250930,18
ITALY,2019 Q4,R0540,Total eligible own funds to meet the SCR,15368.408547,Life undertakings,20250930,28
ITALY,2019 Q4,R0540,Total eligible own funds to meet the SCR,7137.091307,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0540,Total eligible own funds to meet the SCR,116177.827124,Other undertakings,20250930,18
ITALY,2019 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,14177.19923,Life undertakings,20250930,28
ITALY,2019 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,6810.624536,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,98374.839795,Other undertakings,20250930,18
ITALY,2019 Q4,R0540 - C0030,EOF Tier 1 - restricted,255.38788,Life undertakings,20250930,28
ITALY,2019 Q4,R0540 - C0030,EOF Tier 1 - restricted,19.187181,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0540 - C0030,EOF Tier 1 - restricted,5401.773826,Other undertakings,20250930,18
ITALY,2019 Q4,R0540 - C0040,EOF Tier 2,848.4251,Life undertakings,20250930,28
ITALY,2019 Q4,R0540 - C0040,EOF Tier 2,186.4785,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0540 - C0040,EOF Tier 2,11938.624159,Other undertakings,20250930,18
ITALY,2019 Q4,R0540 - C0050,EOF Tier 3,87.396336,Life undertakings,20250930,28
ITALY,2019 Q4,R0540 - C0050,EOF Tier 3,120.801089,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0540 - C0050,EOF Tier 3,462.589344,Other undertakings,20250930,18
ITALY,2019 Q4,R0550,Total eligible own funds to meet the MCR,14680.571677,Life undertakings,20250930,28
ITALY,2019 Q4,R0550,Total eligible own funds to meet the MCR,6891.923767,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0550,Total eligible own funds to meet the MCR,106582.844318,Other undertakings,20250930,18
ITALY,2019 Q4,R0580,SCR,8796.423873,Life undertakings,20250930,28
ITALY,2019 Q4,R0580,SCR,3690.236367,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0580,SCR,46442.227644,Other undertakings,20250930,18
ITALY,2019 Q4,R0600,MCR,3843.324618,Life undertakings,20250930,28
ITALY,2019 Q4,R0600,MCR,1499.948352,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0600,MCR,16654.31106,Other undertakings,20250930,18
ITALY,2019 Q4,R0620,Ratio of Eligible own funds to SCR,2.3534,All undertaking types,20250930,96
ITALY,2019 Q4,R0620,Ratio of Eligible own funds to SCR,1.74712,Life undertakings,20250930,28
ITALY,2019 Q4,R0620,Ratio of Eligible own funds to SCR,1.93405,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0620,Ratio of Eligible own funds to SCR,2.50156,Other undertakings,20250930,18
ITALY,2019 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.35496,All undertaking types,20250930,96
ITALY,2019 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.40741,Life undertakings,20250930,28
ITALY,2019 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.37619,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.41798,Other undertakings,20250930,18
ITALY,2019 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.61528,All undertaking types,20250930,96
ITALY,2019 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.52477,Life undertakings,20250930,28
ITALY,2019 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.6283,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.85506,Other undertakings,20250930,18
ITALY,2019 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.92942,All undertaking types,20250930,96
ITALY,2019 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.98551,Life undertakings,20250930,28
ITALY,2019 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.75248,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.32141,Other undertakings,20250930,18
ITALY,2019 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.57146,All undertaking types,20250930,96
ITALY,2019 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.27859,Life undertakings,20250930,28
ITALY,2019 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.49411,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.66212,Other undertakings,20250930,18
ITALY,2019 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.11489,All undertaking types,20250930,96
ITALY,2019 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.21209,Life undertakings,20250930,28
ITALY,2019 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.97948,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.17914,Other undertakings,20250930,18
ITALY,2019 Q4,R0640,Ratio of Eligible own funds to MCR,5.82588,All undertaking types,20250930,96
ITALY,2019 Q4,R0640,Ratio of Eligible own funds to MCR,3.81976,Life undertakings,20250930,28
ITALY,2019 Q4,R0640,Ratio of Eligible own funds to MCR,4.59477,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0640,Ratio of Eligible own funds to MCR,6.39972,Other undertakings,20250930,18
ITALY,2019 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.76282,All undertaking types,20250930,96
ITALY,2019 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.61962,Life undertakings,20250930,28
ITALY,2019 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),3.15739,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),3.02973,Other undertakings,20250930,18
ITALY,2019 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.44811,All undertaking types,20250930,96
ITALY,2019 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.32294,Life undertakings,20250930,28
ITALY,2019 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.53065,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.43091,Other undertakings,20250930,18
ITALY,2019 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.43788,All undertaking types,20250930,96
ITALY,2019 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.40367,Life undertakings,20250930,28
ITALY,2019 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.13114,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),5.01762,Other undertakings,20250930,18
ITALY,2019 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),6.07486,All undertaking types,20250930,96
ITALY,2019 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.65882,Life undertakings,20250930,28
ITALY,2019 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),6.2843,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.93879,Other undertakings,20250930,18
ITALY,2019 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.3655,All undertaking types,20250930,96
ITALY,2019 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.83483,Life undertakings,20250930,28
ITALY,2019 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.26268,Non-Life undertakings,20250930,50
ITALY,2019 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.62483,Other undertakings,20250930,18
ITALY,2020 Q1,R0500,Total available own funds to meet the SCR,13617.666801,Life undertakings,20250930,28
ITALY,2020 Q1,R0500,Total available own funds to meet the SCR,6993.178684,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0500,Total available own funds to meet the SCR,98117.409208,Other undertakings,20250930,18
ITALY,2020 Q1,R0510,Total available own funds to meet the MCR,13379.164748,Life undertakings,20250930,28
ITALY,2020 Q1,R0510,Total available own funds to meet the MCR,6765.453507,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0510,Total available own funds to meet the MCR,95388.77679,Other undertakings,20250930,18
ITALY,2020 Q1,R0540,Total eligible own funds to meet the SCR,13600.577494,Life undertakings,20250930,28
ITALY,2020 Q1,R0540,Total eligible own funds to meet the SCR,6895.136996,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0540,Total eligible own funds to meet the SCR,97757.284073,Other undertakings,20250930,18
ITALY,2020 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,11938.653948,Life undertakings,20250930,28
ITALY,2020 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,6533.702844,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,79274.690581,Other undertakings,20250930,18
ITALY,2020 Q1,R0540 - C0030,EOF Tier 1 - restricted,256.036806,Life undertakings,20250930,28
ITALY,2020 Q1,R0540 - C0030,EOF Tier 1 - restricted,19.324335,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0540 - C0030,EOF Tier 1 - restricted,5241.119972,Other undertakings,20250930,18
ITALY,2020 Q1,R0540 - C0040,EOF Tier 2,1174.133849,Life undertakings,20250930,28
ITALY,2020 Q1,R0540 - C0040,EOF Tier 2,212.426328,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0540 - C0040,EOF Tier 2,12453.476065,Other undertakings,20250930,18
ITALY,2020 Q1,R0540 - C0050,EOF Tier 3,231.752891,Life undertakings,20250930,28
ITALY,2020 Q1,R0540 - C0050,EOF Tier 3,129.683488,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0540 - C0050,EOF Tier 3,787.997455,Other undertakings,20250930,18
ITALY,2020 Q1,R0550,Total eligible own funds to meet the MCR,12511.583924,Life undertakings,20250930,28
ITALY,2020 Q1,R0550,Total eligible own funds to meet the MCR,6617.919493,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0550,Total eligible own funds to meet the MCR,87314.224696,Other undertakings,20250930,18
ITALY,2020 Q1,R0580,SCR,8524.833762,Life undertakings,20250930,28
ITALY,2020 Q1,R0580,SCR,3573.371863,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0580,SCR,44216.710227,Other undertakings,20250930,18
ITALY,2020 Q1,R0600,MCR,3770.384545,Life undertakings,20250930,28
ITALY,2020 Q1,R0600,MCR,1430.892784,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0600,MCR,16456.563168,Other undertakings,20250930,18
ITALY,2020 Q1,R0620,Ratio of Eligible own funds to SCR,2.09985,All undertaking types,20250930,95
ITALY,2020 Q1,R0620,Ratio of Eligible own funds to SCR,1.59541,Life undertakings,20250930,28
ITALY,2020 Q1,R0620,Ratio of Eligible own funds to SCR,1.92959,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0620,Ratio of Eligible own funds to SCR,2.21087,Other undertakings,20250930,18
ITALY,2020 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.36001,All undertaking types,20250930,95
ITALY,2020 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.38397,Life undertakings,20250930,28
ITALY,2020 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.3605,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.24165,Other undertakings,20250930,18
ITALY,2020 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.49131,All undertaking types,20250930,95
ITALY,2020 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.46447,Life undertakings,20250930,28
ITALY,2020 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.4968,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.59229,Other undertakings,20250930,18
ITALY,2020 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.78435,All undertaking types,20250930,95
ITALY,2020 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.62755,Life undertakings,20250930,28
ITALY,2020 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.8487,Non-Life undertakings,20250930,49
ITALY,2020 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.95043,Other undertakings,20250930,18
